association_identity_teacher_only,partition,event,observations,distinct_traversals,full_visibility_rows,star_variants,canonical_exit_count
1508,fit,geometry_transition,3,2,3,1,2
1509,fit,geometry_transition,3,2,3,1,2
1510,fit,geometry_transition,18,2,18,1,2
1511,fit,geometry_transition,3,2,3,1,2
1512,fit,geometry_transition,8,2,8,1,2
1513,fit,geometry_transition,8,2,8,1,2
1514,fit,geometry_transition,13,2,13,1,2
1515,fit,geometry_transition,8,2,8,1,2
1516,fit,geometry_transition,2,2,2,1,2
1517,fit,geometry_transition,4,2,4,1,2
1518,fit,geometry_transition,7,2,7,1,2
1519,fit,geometry_transition,6,2,6,1,2
1520,fit,geometry_transition,12,2,12,1,2
1521,fit,geometry_transition,9,2,9,1,2
1522,fit,geometry_transition,13,2,13,1,2
1523,fit,geometry_transition,2,2,2,1,2
1524,fit,geometry_transition,8,2,8,1,2
1525,fit,geometry_transition,1,1,1,1,2
1526,fit,geometry_transition,12,2,12,1,2
1527,fit,geometry_transition,8,2,8,1,2
1528,fit,geometry_transition,10,2,10,1,2
1529,fit,geometry_transition,12,2,12,1,2
1530,fit,geometry_transition,12,2,12,1,2
1531,fit,geometry_transition,1,1,1,1,2
1532,fit,geometry_transition,1,1,1,1,2
1533,fit,geometry_transition,9,2,9,1,2
1534,fit,turn,1,1,1,1,2
1535,fit,geometry_transition,9,2,9,1,2
1536,fit,geometry_transition,4,2,4,1,2
1537,fit,geometry_transition,6,2,6,1,2
1538,fit,geometry_transition,4,2,4,1,2
1539,fit,geometry_transition,5,2,5,1,2
1540,fit,geometry_transition,6,2,6,1,2
1541,fit,geometry_transition,1,1,1,1,2
1542,fit,geometry_transition,1,1,1,1,2
1543,fit,geometry_transition,7,2,7,1,2
1544,fit,geometry_transition,4,2,4,1,2
1545,fit,geometry_transition,3,2,3,1,2
1546,fit,geometry_transition,9,2,9,1,2
1547,fit,geometry_transition,7,2,7,1,2
1548,fit,geometry_transition,2,2,2,1,2
1549,fit,geometry_transition,8,2,8,1,2
1550,fit,geometry_transition,18,2,18,1,2
1551,fit,geometry_transition,7,2,7,1,2
1552,fit,geometry_transition,8,2,8,1,2
1553,fit,geometry_transition,24,2,24,1,2
1554,fit,geometry_transition,4,2,4,1,2
1555,fit,geometry_transition,8,2,8,1,2
1556,fit,geometry_transition,13,2,13,1,2
1557,fit,terminal,17,2,17,1,1
1558,fit,terminal,17,2,17,1,1
1559,fit,junction,51,6,51,1,3
1560,fit,junction,51,6,51,1,3
1561,fit,junction,51,6,51,1,3
1562,fit,terminal,17,2,17,1,1
1563,fit,junction,51,6,51,1,3
1564,fit,terminal,17,2,17,1,1
1565,fit,junction,51,6,51,1,3
1566,fit,junction,51,6,51,1,3
1567,fit,terminal,17,2,17,1,1
1568,fit,terminal,17,2,17,1,1
1569,fit,junction,51,6,51,1,3
1570,fit,terminal,17,2,17,1,1
1571,selection,geometry_transition,8,2,8,1,2
1572,selection,geometry_transition,11,2,11,1,2
1573,selection,geometry_transition,9,2,9,1,2
1574,selection,geometry_transition,4,2,4,1,2
1575,selection,geometry_transition,10,2,10,1,2
1576,selection,geometry_transition,1,1,1,1,2
1577,selection,geometry_transition,10,2,10,1,2
1578,selection,geometry_transition,1,1,1,1,2
1579,selection,geometry_transition,8,2,8,1,2
1580,selection,geometry_transition,9,2,9,1,2
1581,selection,geometry_transition,6,2,6,1,2
1582,selection,geometry_transition,6,2,6,1,2
1583,selection,geometry_transition,4,2,4,1,2
1584,selection,geometry_transition,6,2,6,1,2
1585,selection,geometry_transition,2,2,2,1,2
1586,selection,geometry_transition,7,2,7,1,2
1587,selection,geometry_transition,8,2,8,1,2
1588,selection,geometry_transition,2,2,2,1,2
1589,selection,geometry_transition,3,1,3,1,2
1590,selection,geometry_transition,4,2,4,1,2
1591,selection,geometry_transition,5,2,5,1,2
1592,selection,turn,4,2,4,1,2
1593,selection,turn,5,2,5,1,2
1594,selection,geometry_transition,2,2,2,1,2
1595,selection,turn,7,2,7,1,2
1596,selection,geometry_transition,4,2,4,1,2
1597,selection,geometry_transition,7,2,7,1,2
1598,selection,terminal,17,2,17,1,1
1599,selection,terminal,17,2,17,1,1
1600,selection,junction,51,6,51,1,3
1601,selection,junction,45,6,45,1,3
1602,selection,terminal,17,2,17,1,1
1603,selection,junction,46,6,46,1,3
1604,selection,terminal,6,2,6,1,1
1605,selection,junction,30,6,30,1,3
1606,selection,junction,41,6,41,1,3
1607,selection,terminal,16,2,16,1,1
1608,selection,geometry_transition,6,2,6,1,2
1609,selection,geometry_transition,8,2,8,1,2
1610,selection,geometry_transition,1,1,1,1,2
1611,selection,geometry_transition,8,2,8,1,2
1612,selection,geometry_transition,4,2,4,1,2
1613,selection,geometry_transition,6,2,6,1,2
1614,selection,geometry_transition,4,2,4,1,2
1615,selection,geometry_transition,8,2,8,1,2
1616,selection,geometry_transition,6,2,6,1,2
1617,selection,geometry_transition,3,2,3,1,2
1618,selection,geometry_transition,2,2,2,1,2
1619,selection,geometry_transition,6,2,6,1,2
1620,selection,geometry_transition,9,2,9,1,2
1621,selection,turn,4,2,4,1,2
1622,selection,turn,7,2,7,1,2
1623,selection,geometry_transition,1,1,1,1,2
1624,selection,geometry_transition,3,2,3,1,2
1625,selection,geometry_transition,1,1,1,1,2
1626,selection,geometry_transition,10,2,10,1,2
1627,selection,geometry_transition,8,2,8,1,2
1628,selection,geometry_transition,10,2,10,1,2
1629,selection,geometry_transition,6,2,6,1,2
1630,selection,geometry_transition,6,2,6,1,2
1631,selection,geometry_transition,6,2,6,1,2
1632,selection,geometry_transition,10,2,10,1,2
1633,selection,geometry_transition,6,2,6,1,2
1634,selection,geometry_transition,6,2,6,1,2
1635,selection,geometry_transition,3,2,3,1,2
1636,selection,geometry_transition,1,1,1,1,2
1637,selection,geometry_transition,9,2,9,1,2
1638,selection,geometry_transition,1,1,1,1,2
1639,selection,geometry_transition,5,2,5,1,2
1640,selection,geometry_transition,6,2,6,1,2
1641,selection,geometry_transition,14,2,14,1,2
1642,selection,geometry_transition,5,2,5,1,2
1643,selection,geometry_transition,4,2,4,1,2
1644,selection,geometry_transition,7,2,7,1,2
1645,selection,geometry_transition,3,1,3,1,2
1646,selection,junction,48,6,44,1,3
1647,selection,terminal,17,2,17,1,1
1648,selection,terminal,17,2,17,1,1
1649,selection,junction,28,6,28,1,3
1650,selection,junction,51,6,51,1,3
1651,selection,junction,51,6,51,1,3
1652,selection,junction,44,6,44,1,3
1653,selection,terminal,10,2,10,1,1
1654,selection,terminal,11,2,11,1,1
1655,selection,junction,51,6,51,1,3
1656,selection,junction,51,6,51,1,3
1657,selection,terminal,17,2,17,1,1
1658,selection,terminal,17,2,17,1,1
1659,selection,terminal,17,2,17,1,1
1711,fit,geometry_transition,2,2,2,1,2
1712,fit,geometry_transition,8,2,8,1,2
1713,fit,geometry_transition,12,2,12,1,2
1714,fit,turn,8,2,8,1,2
1715,fit,geometry_transition,2,2,2,1,2
1716,fit,turn,3,2,3,1,2
1717,fit,geometry_transition,4,2,4,1,2
1718,fit,geometry_transition,7,2,7,1,2
1719,fit,turn,3,2,3,1,2
1720,fit,turn,19,2,19,1,2
1721,fit,geometry_transition,4,2,4,1,2
1722,fit,geometry_transition,2,2,2,1,2
1723,fit,turn,12,2,12,1,2
1724,fit,turn,3,2,3,1,2
1725,fit,turn,7,2,7,1,2
1726,fit,geometry_transition,4,2,4,1,2
1727,fit,geometry_transition,1,1,1,1,2
1728,fit,turn,5,2,5,1,2
1729,fit,turn,6,2,6,1,2
1730,fit,geometry_transition,1,1,1,1,2
1731,fit,turn,1,1,1,1,2
1732,fit,turn,10,2,10,1,2
1733,fit,turn,2,2,2,1,2
1734,fit,junction,51,6,51,1,3
1735,fit,terminal,12,2,12,1,1
1736,fit,terminal,12,2,12,1,1
1737,fit,junction,39,6,39,1,3
1738,fit,terminal,17,2,17,1,1
1739,fit,junction,47,6,47,1,3
1740,fit,terminal,15,2,15,1,1
1741,fit,junction,37,6,37,1,3
1742,fit,junction,47,6,47,1,3
1743,fit,junction,44,6,44,1,3
1744,fit,terminal,6,2,6,1,1
1745,fit,junction,47,6,47,1,3
1746,fit,terminal,11,2,11,1,1
1747,fit,terminal,17,2,17,1,1
1748,fit,geometry_transition,8,2,8,1,2
1749,fit,geometry_transition,5,2,5,1,2
1750,fit,geometry_transition,2,2,2,1,2
1751,fit,geometry_transition,2,1,2,1,2
1752,fit,geometry_transition,5,2,5,1,2
1753,fit,geometry_transition,3,2,3,1,2
1754,fit,geometry_transition,12,2,12,1,2
1755,fit,geometry_transition,3,2,3,1,2
1756,fit,geometry_transition,3,2,3,1,2
1757,fit,geometry_transition,9,2,9,1,2
1758,fit,geometry_transition,1,1,1,1,2
1759,fit,geometry_transition,9,2,9,1,2
1760,fit,geometry_transition,2,2,2,1,2
1761,fit,geometry_transition,4,2,4,1,2
1762,fit,geometry_transition,1,1,1,1,2
1763,fit,geometry_transition,5,2,5,1,2
1764,fit,geometry_transition,8,2,8,1,2
1765,fit,geometry_transition,5,2,5,1,2
1766,fit,geometry_transition,5,2,5,1,2
1767,fit,geometry_transition,4,2,4,1,2
1768,fit,geometry_transition,6,2,6,1,2
1769,fit,geometry_transition,2,2,2,1,2
1770,fit,geometry_transition,5,2,5,1,2
1771,fit,geometry_transition,9,2,9,1,2
1772,fit,geometry_transition,10,2,10,1,2
1773,fit,geometry_transition,5,2,5,1,2
1774,fit,turn,3,2,3,1,2
1775,fit,geometry_transition,3,2,3,1,2
1776,fit,geometry_transition,3,2,3,1,2
1777,fit,geometry_transition,11,2,11,1,2
1778,fit,geometry_transition,1,1,1,1,2
1779,fit,turn,1,1,1,1,2
1780,fit,geometry_transition,2,1,2,1,2
1781,fit,geometry_transition,4,2,4,1,2
1782,fit,geometry_transition,3,2,3,1,2
1783,fit,geometry_transition,3,2,3,1,2
1784,fit,turn,2,2,2,1,2
1785,fit,geometry_transition,10,2,10,1,2
1786,fit,geometry_transition,2,2,2,1,2
1787,fit,geometry_transition,1,1,1,1,2
1788,fit,geometry_transition,6,2,6,1,2
1789,fit,geometry_transition,1,1,1,1,2
1790,fit,turn,10,2,10,1,2
1791,fit,geometry_transition,5,2,5,1,2
1792,fit,geometry_transition,13,2,13,1,2
1793,fit,geometry_transition,9,2,9,1,2
1794,fit,geometry_transition,2,2,2,1,2
1795,fit,turn,6,2,6,1,2
1796,fit,geometry_transition,5,2,5,1,2
1797,fit,geometry_transition,7,2,7,1,2
1798,fit,geometry_transition,6,2,6,1,2
1799,fit,geometry_transition,5,2,5,1,2
1800,fit,geometry_transition,3,2,3,1,2
1801,fit,turn,5,2,5,1,2
1802,fit,geometry_transition,4,2,4,1,2
1803,fit,geometry_transition,8,2,8,1,2
1804,fit,turn,2,2,2,1,2
1805,fit,geometry_transition,4,2,4,1,2
1806,fit,turn,5,2,5,1,2
1807,fit,junction,41,6,41,1,3
1808,fit,terminal,17,2,17,1,1
1809,fit,junction,48,6,48,1,3
1810,fit,terminal,16,2,16,1,1
1811,fit,terminal,16,2,16,1,1
1812,fit,junction,51,6,51,1,3
1813,fit,junction,42,6,42,1,3
1814,fit,terminal,17,2,17,1,1
1815,fit,junction,49,6,49,1,3
1816,fit,terminal,17,2,17,1,1
1817,fit,geometry_transition,2,2,2,1,2
1818,fit,turn,4,2,4,1,2
1819,fit,geometry_transition,2,2,2,1,2
1820,fit,geometry_transition,6,2,6,1,2
1821,fit,geometry_transition,1,1,1,1,2
1822,fit,geometry_transition,4,2,4,1,2
1823,fit,geometry_transition,4,2,4,1,2
1824,fit,turn,4,2,4,1,2
1825,fit,geometry_transition,2,2,2,1,2
1826,fit,geometry_transition,2,2,2,1,2
1827,fit,geometry_transition,8,2,8,1,2
1828,fit,geometry_transition,4,2,4,1,2
1829,fit,turn,4,2,4,1,2
1830,fit,geometry_transition,11,2,11,1,2
1831,fit,geometry_transition,1,1,1,1,2
1832,fit,geometry_transition,9,2,9,1,2
1833,fit,geometry_transition,16,2,16,1,2
1834,fit,geometry_transition,1,1,1,1,2
1835,fit,geometry_transition,4,2,4,1,2
1836,fit,geometry_transition,3,2,3,1,2
1837,fit,geometry_transition,1,1,1,1,2
1838,fit,geometry_transition,2,2,2,1,2
1839,fit,geometry_transition,6,2,6,1,2
1840,fit,geometry_transition,1,1,1,1,2
1841,fit,geometry_transition,1,1,1,1,2
1842,fit,turn,6,2,6,1,2
1843,fit,turn,7,2,7,1,2
1844,fit,geometry_transition,13,2,13,1,2
1845,fit,geometry_transition,3,2,3,1,2
1846,fit,geometry_transition,18,2,18,1,2
1847,fit,geometry_transition,10,2,10,1,2
1848,fit,geometry_transition,8,2,8,1,2
1849,fit,geometry_transition,15,2,15,1,2
1850,fit,geometry_transition,8,2,8,1,2
1851,fit,geometry_transition,4,2,4,1,2
1852,fit,geometry_transition,2,2,2,1,2
1853,fit,geometry_transition,1,1,1,1,2
1854,fit,terminal,17,2,17,1,1
1855,fit,junction,39,6,39,1,3
1856,fit,terminal,17,2,17,1,1
1857,fit,terminal,10,2,10,1,1
1858,fit,junction,47,6,47,1,3
1859,fit,junction,51,6,51,1,3
1860,fit,terminal,17,2,17,1,1
1861,fit,terminal,16,2,16,1,1
1862,fit,terminal,17,2,17,1,1
1863,fit,junction,51,6,51,1,3
1864,fit,junction,44,6,44,1,3
1865,fit,junction,44,6,44,1,3
1866,fit,junction,46,6,46,1,3
1867,fit,terminal,17,2,17,1,1
1868,fit,geometry_transition,6,2,6,1,2
1869,fit,geometry_transition,4,2,4,1,2
1870,fit,geometry_transition,4,2,4,1,2
1871,fit,geometry_transition,4,2,4,1,2
1872,fit,geometry_transition,5,2,5,1,2
1873,fit,geometry_transition,3,1,3,1,2
1874,fit,geometry_transition,4,2,4,1,2
1875,fit,geometry_transition,10,2,10,1,2
1876,fit,geometry_transition,8,2,8,1,2
1877,fit,geometry_transition,12,2,12,1,2
1878,fit,turn,13,2,13,1,2
1879,fit,geometry_transition,2,2,2,1,2
1880,fit,geometry_transition,8,2,8,1,2
1881,fit,geometry_transition,2,2,2,1,2
1882,fit,geometry_transition,6,2,6,1,2
1883,fit,geometry_transition,1,1,1,1,2
1884,fit,geometry_transition,5,2,5,1,2
1885,fit,geometry_transition,7,2,7,1,2
1886,fit,geometry_transition,20,2,20,1,2
1887,fit,geometry_transition,11,2,11,1,2
1888,fit,geometry_transition,9,2,9,1,2
1889,fit,geometry_transition,2,1,2,1,2
1890,fit,geometry_transition,6,2,6,1,2
1891,fit,geometry_transition,8,2,8,1,2
1892,fit,geometry_transition,7,2,7,1,2
1893,fit,geometry_transition,10,2,10,1,2
1894,fit,geometry_transition,5,2,5,1,2
1895,fit,geometry_transition,8,2,8,1,2
1896,fit,geometry_transition,2,2,2,1,2
1897,fit,geometry_transition,3,2,3,1,2
1898,fit,geometry_transition,1,1,1,1,2
1899,fit,geometry_transition,1,1,1,1,2
1900,fit,geometry_transition,15,2,15,1,2
1901,fit,geometry_transition,1,1,1,1,2
1902,fit,geometry_transition,1,1,1,1,2
1903,fit,geometry_transition,6,2,6,1,2
1904,fit,geometry_transition,3,2,3,1,2
1905,fit,geometry_transition,6,2,6,1,2
1906,fit,geometry_transition,10,2,10,1,2
1907,fit,geometry_transition,3,2,3,1,2
1908,fit,geometry_transition,8,2,8,1,2
1909,fit,geometry_transition,2,2,2,1,2
1910,fit,geometry_transition,4,2,4,1,2
1911,fit,geometry_transition,10,2,10,1,2
1912,fit,geometry_transition,2,2,2,1,2
1913,fit,geometry_transition,12,2,12,1,2
1914,fit,geometry_transition,21,2,21,1,2
1915,fit,geometry_transition,6,2,6,1,2
1916,fit,geometry_transition,14,2,14,1,2
1917,fit,geometry_transition,6,2,6,1,2
1918,fit,geometry_transition,7,2,7,1,2
1919,fit,geometry_transition,5,2,5,1,2
1920,fit,geometry_transition,14,2,14,1,2
1921,fit,geometry_transition,16,2,16,1,2
1922,fit,geometry_transition,6,2,6,1,2
1923,fit,geometry_transition,11,2,11,1,2
1924,fit,geometry_transition,7,2,7,1,2
1925,fit,geometry_transition,8,2,8,1,2
1926,fit,geometry_transition,7,2,7,1,2
1927,fit,geometry_transition,10,2,10,1,2
1928,fit,geometry_transition,4,2,4,1,2
1929,fit,geometry_transition,14,2,14,1,2
1930,fit,terminal,17,2,17,1,1
1931,fit,terminal,17,2,17,1,1
1932,fit,junction,51,6,51,1,3
1933,fit,junction,51,6,51,1,3
1934,fit,junction,51,6,51,1,3
1935,fit,terminal,17,2,17,1,1
1936,fit,terminal,17,2,17,1,1
1937,fit,terminal,17,2,17,1,1
1938,fit,junction,51,6,51,1,3
1939,fit,junction,51,6,51,1,3
1940,fit,geometry_transition,4,2,4,1,2
1941,fit,geometry_transition,7,2,7,1,2
1942,fit,geometry_transition,7,2,7,1,2
1943,fit,geometry_transition,6,2,6,1,2
1944,fit,geometry_transition,7,2,7,1,2
1945,fit,geometry_transition,12,2,12,1,2
1946,fit,geometry_transition,6,2,6,1,2
1947,fit,geometry_transition,20,2,20,1,2
1948,fit,geometry_transition,6,2,6,1,2
1949,fit,geometry_transition,4,2,4,1,2
1950,fit,geometry_transition,23,2,23,1,2
1951,fit,geometry_transition,1,1,1,1,2
1952,fit,geometry_transition,7,2,7,1,2
1953,fit,geometry_transition,2,2,2,1,2
1954,fit,geometry_transition,1,1,1,1,2
1955,fit,turn,8,2,8,1,2
1956,fit,geometry_transition,8,2,8,1,2
1957,fit,geometry_transition,22,2,22,1,2
1958,fit,geometry_transition,6,2,6,1,2
1959,fit,turn,4,2,4,1,2
1960,fit,geometry_transition,14,2,14,1,2
1961,fit,turn,5,2,5,1,2
1962,fit,geometry_transition,5,2,5,1,2
1963,fit,geometry_transition,9,2,9,1,2
1964,fit,geometry_transition,22,2,22,1,2
1965,fit,geometry_transition,1,1,1,1,2
1966,fit,geometry_transition,8,2,8,1,2
1967,fit,geometry_transition,16,2,16,1,2
1968,fit,geometry_transition,21,2,21,1,2
1969,fit,geometry_transition,4,2,4,1,2
1970,fit,geometry_transition,3,2,3,1,2
1971,fit,geometry_transition,3,2,3,1,2
1972,fit,geometry_transition,2,2,2,1,2
1973,fit,geometry_transition,14,2,14,1,2
1974,fit,geometry_transition,1,1,1,1,2
1975,fit,geometry_transition,7,2,7,1,2
1976,fit,junction,51,6,51,1,3
1977,fit,terminal,17,2,17,1,1
1978,fit,junction,51,6,51,1,3
1979,fit,terminal,17,2,17,1,1
1980,fit,junction,42,6,42,1,3
1981,fit,junction,52,8,52,1,4
1982,fit,terminal,16,2,16,1,1
1983,fit,terminal,12,2,12,1,1
1984,fit,junction,51,6,51,1,3
1985,fit,terminal,17,2,17,1,1
1986,fit,terminal,17,2,17,1,1
1987,fit,geometry_transition,1,1,1,1,2
1988,fit,geometry_transition,1,1,1,1,2
1989,fit,geometry_transition,5,2,5,1,2
1990,fit,geometry_transition,9,2,9,1,2
1991,fit,turn,7,2,7,1,2
1992,fit,geometry_transition,3,2,3,1,2
1993,fit,geometry_transition,1,1,1,1,2
1994,fit,geometry_transition,14,2,14,1,2
1995,fit,geometry_transition,3,2,3,1,2
1996,fit,geometry_transition,7,2,7,1,2
1997,fit,geometry_transition,1,1,1,1,2
1998,fit,geometry_transition,2,2,2,1,2
1999,fit,geometry_transition,6,2,6,1,2
2000,fit,turn,3,2,3,1,2
2001,fit,geometry_transition,6,2,6,1,2
2002,fit,turn,5,2,5,1,2
2003,fit,geometry_transition,3,2,3,1,2
2004,fit,geometry_transition,1,1,1,1,2
2005,fit,geometry_transition,6,2,6,1,2
2006,fit,junction,47,6,47,1,3
2007,fit,terminal,17,2,17,1,1
2008,fit,terminal,8,2,8,1,1
2009,fit,terminal,10,2,10,1,1
2010,fit,junction,65,8,65,1,4
2011,fit,junction,48,6,48,1,3
2012,fit,terminal,17,2,17,1,1
2013,fit,terminal,17,2,17,1,1
2014,fit,junction,49,6,49,1,3
2015,selection,turn,1,1,1,1,2
2016,selection,geometry_transition,7,2,7,1,2
2017,selection,geometry_transition,3,2,3,1,2
2018,selection,turn,6,2,6,1,2
2019,selection,geometry_transition,8,2,8,1,2
2020,selection,geometry_transition,4,2,4,1,2
2021,selection,geometry_transition,13,2,13,1,2
2022,selection,geometry_transition,2,2,2,1,2
2023,selection,geometry_transition,8,2,8,1,2
2024,selection,geometry_transition,10,2,10,1,2
2025,selection,geometry_transition,2,2,2,1,2
2026,selection,geometry_transition,4,2,4,1,2
2027,selection,geometry_transition,2,2,2,1,2
2028,selection,geometry_transition,9,2,9,1,2
2029,selection,geometry_transition,4,2,4,1,2
2030,selection,geometry_transition,5,2,5,1,2
2031,selection,geometry_transition,13,2,13,1,2
2032,selection,geometry_transition,4,2,4,1,2
2033,selection,geometry_transition,1,1,1,1,2
2034,selection,terminal,17,2,17,1,1
2035,selection,junction,51,6,51,1,3
2036,selection,terminal,14,2,14,1,1
2037,selection,junction,68,8,68,1,4
2038,selection,junction,51,6,51,1,3
2039,selection,terminal,17,2,17,1,1
2040,selection,junction,44,6,44,1,3
2041,selection,terminal,17,2,17,1,1
2042,selection,terminal,17,2,17,1,1
2043,selection,geometry_transition,2,1,2,1,2
2044,selection,geometry_transition,2,1,2,1,2
2045,selection,geometry_transition,6,2,6,1,2
2046,selection,geometry_transition,2,2,2,1,2
2047,selection,geometry_transition,10,2,10,1,2
2048,selection,geometry_transition,3,2,3,1,2
2049,selection,geometry_transition,7,2,7,1,2
2050,selection,geometry_transition,8,2,8,1,2
2051,selection,geometry_transition,7,2,7,1,2
2052,selection,geometry_transition,4,2,4,1,2
2053,selection,geometry_transition,1,1,1,1,2
2054,selection,geometry_transition,1,1,1,1,2
2055,selection,geometry_transition,6,2,6,1,2
2056,selection,geometry_transition,5,2,5,1,2
2057,selection,geometry_transition,2,1,2,1,2
2058,selection,geometry_transition,1,1,1,1,2
2059,selection,geometry_transition,4,2,4,1,2
2060,selection,geometry_transition,7,2,7,1,2
2061,selection,geometry_transition,3,2,3,1,2
2062,selection,geometry_transition,2,1,2,1,2
2063,selection,geometry_transition,1,1,1,1,2
2064,selection,geometry_transition,1,1,1,1,2
2065,selection,geometry_transition,3,2,3,1,2
2066,selection,geometry_transition,5,2,5,1,2
2067,selection,geometry_transition,3,2,3,1,2
2068,selection,geometry_transition,2,2,2,1,2
2069,selection,geometry_transition,10,2,10,1,2
2070,selection,geometry_transition,8,2,8,1,2
2071,selection,geometry_transition,2,2,2,1,2
2072,selection,geometry_transition,2,2,2,1,2
2073,selection,geometry_transition,1,1,1,1,2
2074,selection,geometry_transition,5,2,5,1,2
2075,selection,geometry_transition,6,2,6,1,2
2076,selection,geometry_transition,3,2,3,1,2
2077,selection,geometry_transition,3,2,3,1,2
2078,selection,geometry_transition,10,2,10,1,2
2079,selection,geometry_transition,3,2,3,1,2
2080,selection,junction,41,6,41,1,3
2081,selection,junction,51,6,51,1,3
2082,selection,junction,50,6,50,1,3
2083,selection,terminal,17,2,17,1,1
2084,selection,terminal,17,2,17,1,1
2085,selection,junction,48,6,48,1,3
2086,selection,terminal,17,2,17,1,1
2087,selection,terminal,17,2,17,1,1
2088,selection,junction,51,6,51,1,3
2089,selection,terminal,17,2,17,1,1
2090,selection,terminal,17,2,17,1,1
2091,selection,terminal,17,2,17,1,1
2092,selection,junction,43,6,43,1,3
2093,selection,junction,49,6,49,1,3
2139,fit,geometry_transition,5,2,5,1,2
2140,fit,geometry_transition,2,2,2,1,2
2141,fit,geometry_transition,10,2,10,1,2
2142,fit,geometry_transition,12,2,12,1,2
2143,fit,geometry_transition,7,2,7,1,2
2144,fit,geometry_transition,2,2,2,1,2
2145,fit,geometry_transition,5,2,5,1,2
2146,fit,geometry_transition,10,2,10,1,2
2147,fit,geometry_transition,2,2,2,1,2
2148,fit,geometry_transition,2,2,2,1,2
2149,fit,geometry_transition,2,1,2,1,2
2150,fit,geometry_transition,11,2,11,1,2
2151,fit,geometry_transition,2,2,2,1,2
2152,fit,geometry_transition,4,2,4,1,2
2153,fit,geometry_transition,5,2,5,1,2
2154,fit,geometry_transition,3,2,3,1,2
2155,fit,geometry_transition,5,2,5,1,2
2156,fit,geometry_transition,6,2,6,1,2
2157,fit,geometry_transition,6,2,6,1,2
2158,fit,geometry_transition,11,2,11,1,2
2159,fit,geometry_transition,12,2,12,1,2
2160,fit,geometry_transition,1,1,1,1,2
2161,fit,geometry_transition,11,2,11,1,2
2162,fit,geometry_transition,4,2,4,1,2
2163,fit,geometry_transition,26,2,26,1,2
2164,fit,geometry_transition,4,2,4,1,2
2165,fit,geometry_transition,3,2,3,1,2
2166,fit,geometry_transition,9,2,9,1,2
2167,fit,geometry_transition,2,2,2,1,2
2168,fit,geometry_transition,5,2,5,1,2
2169,fit,geometry_transition,4,2,4,1,2
2170,fit,geometry_transition,2,2,2,1,2
2171,fit,geometry_transition,1,1,1,1,2
2172,fit,geometry_transition,5,2,5,1,2
2173,fit,geometry_transition,10,2,10,1,2
2174,fit,geometry_transition,2,2,2,1,2
2175,fit,geometry_transition,2,2,2,1,2
2176,fit,geometry_transition,10,2,10,1,2
2177,fit,geometry_transition,1,1,1,1,2
2178,fit,geometry_transition,16,2,16,1,2
2179,fit,geometry_transition,1,1,1,1,2
2180,fit,geometry_transition,13,2,13,1,2
2181,fit,geometry_transition,7,2,7,1,2
2182,fit,geometry_transition,9,2,9,1,2
2183,fit,geometry_transition,1,1,1,1,2
2184,fit,geometry_transition,7,2,7,1,2
2185,fit,geometry_transition,6,2,6,1,2
2186,fit,geometry_transition,5,2,5,1,2
2187,fit,geometry_transition,5,2,5,1,2
2188,fit,geometry_transition,2,1,2,1,2
2189,fit,geometry_transition,1,1,1,1,2
2190,fit,geometry_transition,1,1,1,1,2
2191,fit,geometry_transition,8,2,8,1,2
2192,fit,geometry_transition,10,2,10,1,2
2193,fit,geometry_transition,4,2,4,1,2
2194,fit,geometry_transition,6,2,6,1,2
2195,fit,geometry_transition,1,1,1,1,2
2196,fit,geometry_transition,2,2,2,1,2
2197,fit,geometry_transition,2,1,2,1,2
2198,fit,geometry_transition,1,1,1,1,2
2199,fit,turn,17,2,17,1,2
2200,fit,geometry_transition,1,1,1,1,2
2201,fit,geometry_transition,1,1,1,1,2
2202,fit,geometry_transition,3,2,3,1,2
2203,fit,geometry_transition,3,2,3,1,2
2204,fit,geometry_transition,1,1,1,1,2
2205,fit,geometry_transition,1,1,1,1,2
2206,fit,geometry_transition,5,2,5,1,2
2207,fit,geometry_transition,1,1,1,1,2
2208,fit,geometry_transition,5,2,5,1,2
2209,fit,geometry_transition,1,1,1,1,2
2210,fit,geometry_transition,3,1,3,1,2
2211,fit,geometry_transition,1,1,1,1,2
2212,fit,geometry_transition,4,2,4,1,2
2213,fit,terminal,17,2,17,1,1
2214,fit,junction,51,6,51,1,3
2215,fit,terminal,15,2,15,1,1
2216,fit,junction,51,6,51,1,3
2217,fit,junction,51,6,51,1,3
2218,fit,junction,46,6,46,1,3
2219,fit,terminal,17,2,17,1,1
2220,fit,terminal,17,2,17,1,1
2221,fit,junction,51,6,51,1,3
2222,fit,terminal,14,2,14,1,1
2223,fit,junction,51,6,51,1,3
2224,fit,junction,51,6,51,1,3
2225,fit,junction,51,6,51,1,3
2226,fit,terminal,14,2,14,1,1
2227,fit,terminal,17,2,17,1,1
2228,fit,junction,51,6,51,1,3
2229,fit,junction,39,6,39,1,3
2230,fit,terminal,17,2,17,1,1
2231,fit,geometry_transition,4,2,4,1,2
2232,fit,geometry_transition,3,2,3,1,2
2233,fit,geometry_transition,7,2,7,1,2
2234,fit,geometry_transition,5,2,5,1,2
2235,fit,geometry_transition,11,2,11,1,2
2236,fit,geometry_transition,1,1,1,1,2
2237,fit,geometry_transition,3,2,3,1,2
2238,fit,geometry_transition,3,2,3,1,2
2239,fit,turn,6,2,6,1,2
