event,probability_threshold,consensus_votes,stable_frames,release_frames,c07_precision,c07_recall,c07_f1,c07_predicted_commits
1,0.995,3,1,8,0.9285714285714286,0.03125,0.06046511627906977,14
1,0.995,3,2,2,0.0,0.0,0.0,0
1,0.995,3,2,3,0.0,0.0,0.0,0
1,0.995,3,2,5,0.0,0.0,0.0,0
1,0.995,3,2,8,0.0,0.0,0.0,0
1,0.995,3,3,2,0.0,0.0,0.0,0
1,0.995,3,3,3,0.0,0.0,0.0,0
1,0.995,3,3,5,0.0,0.0,0.0,0
1,0.995,3,3,8,0.0,0.0,0.0,0
1,0.997,2,1,2,0.9625,0.3701923076923077,0.5347222222222222,160
1,0.997,2,1,3,0.9625,0.3701923076923077,0.5347222222222222,160
1,0.997,2,1,5,0.9625,0.3701923076923077,0.5347222222222222,160
1,0.997,2,1,8,0.9625,0.3701923076923077,0.5347222222222222,160
1,0.997,2,2,2,1.0,0.10817307692307693,0.19522776572668116,45
1,0.997,2,2,3,1.0,0.10817307692307693,0.19522776572668116,45
1,0.997,2,2,5,1.0,0.10817307692307693,0.19522776572668116,45
1,0.997,2,2,8,1.0,0.10817307692307693,0.19522776572668116,45
1,0.997,2,3,2,1.0,0.007211538461538462,0.01431980906921241,3
1,0.997,2,3,3,1.0,0.007211538461538462,0.01431980906921241,3
1,0.997,2,3,5,1.0,0.007211538461538462,0.01431980906921241,3
1,0.997,2,3,8,1.0,0.007211538461538462,0.01431980906921241,3
1,0.997,3,1,2,1.0,0.014423076923076924,0.028436018957345974,6
1,0.997,3,1,3,1.0,0.014423076923076924,0.028436018957345974,6
1,0.997,3,1,5,1.0,0.014423076923076924,0.028436018957345974,6
1,0.997,3,1,8,1.0,0.014423076923076924,0.028436018957345974,6
1,0.997,3,2,2,0.0,0.0,0.0,0
1,0.997,3,2,3,0.0,0.0,0.0,0
1,0.997,3,2,5,0.0,0.0,0.0,0
1,0.997,3,2,8,0.0,0.0,0.0,0
1,0.997,3,3,2,0.0,0.0,0.0,0
1,0.997,3,3,3,0.0,0.0,0.0,0
1,0.997,3,3,5,0.0,0.0,0.0,0
1,0.997,3,3,8,0.0,0.0,0.0,0
1,0.999,2,1,2,1.0,0.10817307692307693,0.19522776572668116,45
1,0.999,2,1,3,1.0,0.10817307692307693,0.19522776572668116,45
1,0.999,2,1,5,1.0,0.10817307692307693,0.19522776572668116,45
1,0.999,2,1,8,1.0,0.10817307692307693,0.19522776572668116,45
1,0.999,2,2,2,1.0,0.014423076923076924,0.028436018957345974,6
1,0.999,2,2,3,1.0,0.014423076923076924,0.028436018957345974,6
1,0.999,2,2,5,1.0,0.014423076923076924,0.028436018957345974,6
1,0.999,2,2,8,1.0,0.014423076923076924,0.028436018957345974,6
1,0.999,2,3,2,0.0,0.0,0.0,0
1,0.999,2,3,3,0.0,0.0,0.0,0
1,0.999,2,3,5,0.0,0.0,0.0,0
1,0.999,2,3,8,0.0,0.0,0.0,0
1,0.999,3,1,2,1.0,0.004807692307692308,0.009569377990430623,2
1,0.999,3,1,3,1.0,0.004807692307692308,0.009569377990430623,2
1,0.999,3,1,5,1.0,0.004807692307692308,0.009569377990430623,2
1,0.999,3,1,8,1.0,0.004807692307692308,0.009569377990430623,2
1,0.999,3,2,2,0.0,0.0,0.0,0
1,0.999,3,2,3,0.0,0.0,0.0,0
1,0.999,3,2,5,0.0,0.0,0.0,0
1,0.999,3,2,8,0.0,0.0,0.0,0
1,0.999,3,3,2,0.0,0.0,0.0,0
1,0.999,3,3,3,0.0,0.0,0.0,0
1,0.999,3,3,5,0.0,0.0,0.0,0
1,0.999,3,3,8,0.0,0.0,0.0,0
2,0.5,2,1,2,0.8098591549295775,0.9829059829059829,0.888030888030888,142
2,0.5,2,1,3,0.8273381294964028,0.9829059829059829,0.8984375,139
2,0.5,2,1,5,0.8333333333333334,0.9829059829059829,0.9019607843137254,138
2,0.5,2,1,8,0.8333333333333334,0.9829059829059829,0.9019607843137254,138
2,0.5,2,2,2,0.9491525423728814,0.9572649572649573,0.9531914893617022,118
2,0.5,2,2,3,0.9572649572649573,0.9572649572649573,0.9572649572649573,117
2,0.5,2,2,5,0.9572649572649573,0.9572649572649573,0.9572649572649573,117
2,0.5,2,2,8,0.9572649572649573,0.9572649572649573,0.9572649572649573,117
2,0.5,2,3,2,0.9649122807017544,0.9401709401709402,0.9523809523809523,114
2,0.5,2,3,3,0.9649122807017544,0.9401709401709402,0.9523809523809523,114
2,0.5,2,3,5,0.9649122807017544,0.9401709401709402,0.9523809523809523,114
2,0.5,2,3,8,0.9649122807017544,0.9401709401709402,0.9523809523809523,114
2,0.5,3,1,2,0.9478260869565217,0.9316239316239316,0.939655172413793,115
2,0.5,3,1,3,0.9819819819819819,0.9316239316239316,0.9561403508771931,111
2,0.5,3,1,5,0.990909090909091,0.9316239316239316,0.960352422907489,110
2,0.5,3,1,8,0.990909090909091,0.9316239316239316,0.960352422907489,110
2,0.5,3,2,2,1.0,0.8461538461538461,0.9166666666666666,99
2,0.5,3,2,3,1.0,0.8461538461538461,0.9166666666666666,99
2,0.5,3,2,5,1.0,0.8461538461538461,0.9166666666666666,99
2,0.5,3,2,8,1.0,0.8461538461538461,0.9166666666666666,99
2,0.5,3,3,2,1.0,0.7606837606837606,0.8640776699029126,89
2,0.5,3,3,3,1.0,0.7606837606837606,0.8640776699029126,89
2,0.5,3,3,5,1.0,0.7606837606837606,0.8640776699029126,89
2,0.5,3,3,8,1.0,0.7606837606837606,0.8640776699029126,89
2,0.6,2,1,2,0.8382352941176471,0.9743589743589743,0.9011857707509882,136
2,0.6,2,1,3,0.8571428571428571,0.9743589743589743,0.9119999999999999,133
2,0.6,2,1,5,0.8636363636363636,0.9743589743589743,0.9156626506024097,132
