threshold,region,selection,tp,fp,fn,ignored,output_count,precision,recall,f1
1.5763071728978895e-13,fixed,before,12,158,0,221,391,0.07058823529411765,1.0,0.13186813186813187
1.5763071728978895e-13,fixed,after,12,149,0,177,338,0.07453416149068323,1.0,0.13872832369942195
1.6848396050712922e-13,old,before,12,142,0,236,390,0.07792207792207792,1.0,0.14457831325301204
1.6848396050712922e-13,old,after,12,134,0,192,338,0.0821917808219178,1.0,0.1518987341772152
1.6848396050712922e-13,fixed,before,12,158,0,220,390,0.07058823529411765,1.0,0.13186813186813187
1.6848396050712922e-13,fixed,after,12,149,0,177,338,0.07453416149068323,1.0,0.13872832369942195
1.7210876007787285e-13,old,before,12,141,0,236,389,0.0784313725490196,1.0,0.14545454545454545
1.7210876007787285e-13,old,after,12,133,0,192,337,0.08275862068965517,1.0,0.15286624203821655
1.7210876007787285e-13,fixed,before,12,157,0,220,389,0.07100591715976332,1.0,0.13259668508287292
1.7210876007787285e-13,fixed,after,12,148,0,177,337,0.075,1.0,0.13953488372093023
1.9571639502200672e-13,old,before,12,141,0,235,388,0.0784313725490196,1.0,0.14545454545454545
1.9571639502200672e-13,old,after,12,133,0,191,336,0.08275862068965517,1.0,0.15286624203821655
1.9571639502200672e-13,fixed,before,12,157,0,219,388,0.07100591715976332,1.0,0.13259668508287292
1.9571639502200672e-13,fixed,after,12,148,0,176,336,0.075,1.0,0.13953488372093023
2.2197505335566636e-13,old,before,12,141,0,234,387,0.0784313725490196,1.0,0.14545454545454545
2.2197505335566636e-13,old,after,12,133,0,190,335,0.08275862068965517,1.0,0.15286624203821655
2.2197505335566636e-13,fixed,before,12,157,0,218,387,0.07100591715976332,1.0,0.13259668508287292
2.2197505335566636e-13,fixed,after,12,148,0,175,335,0.075,1.0,0.13953488372093023
2.3261012799084824e-13,old,before,12,141,0,233,386,0.0784313725490196,1.0,0.14545454545454545
2.3261012799084824e-13,old,after,12,133,0,189,334,0.08275862068965517,1.0,0.15286624203821655
2.3261012799084824e-13,fixed,before,12,157,0,217,386,0.07100591715976332,1.0,0.13259668508287292
2.3261012799084824e-13,fixed,after,12,148,0,174,334,0.075,1.0,0.13953488372093023
2.410573639571173e-13,old,before,12,141,0,232,385,0.0784313725490196,1.0,0.14545454545454545
2.410573639571173e-13,old,after,12,133,0,188,333,0.08275862068965517,1.0,0.15286624203821655
2.410573639571173e-13,fixed,before,12,157,0,216,385,0.07100591715976332,1.0,0.13259668508287292
2.410573639571173e-13,fixed,after,12,148,0,173,333,0.075,1.0,0.13953488372093023
3.000236235665976e-13,old,before,12,141,0,231,384,0.0784313725490196,1.0,0.14545454545454545
3.000236235665976e-13,old,after,12,133,0,187,332,0.08275862068965517,1.0,0.15286624203821655
3.000236235665976e-13,fixed,before,12,157,0,215,384,0.07100591715976332,1.0,0.13259668508287292
3.000236235665976e-13,fixed,after,12,148,0,172,332,0.075,1.0,0.13953488372093023
3.212815484574666e-13,old,before,12,140,0,231,383,0.07894736842105263,1.0,0.14634146341463414
3.212815484574666e-13,old,after,12,132,0,187,331,0.08333333333333333,1.0,0.15384615384615385
3.212815484574666e-13,fixed,before,12,156,0,215,383,0.07142857142857142,1.0,0.13333333333333333
3.212815484574666e-13,fixed,after,12,147,0,172,331,0.07547169811320754,1.0,0.14035087719298245
3.231091880596254e-13,old,before,12,140,0,230,382,0.07894736842105263,1.0,0.14634146341463414
3.231091880596254e-13,old,after,12,132,0,186,330,0.08333333333333333,1.0,0.15384615384615385
3.231091880596254e-13,fixed,before,12,156,0,214,382,0.07142857142857142,1.0,0.13333333333333333
3.231091880596254e-13,fixed,after,12,147,0,171,330,0.07547169811320754,1.0,0.14035087719298245
3.8613985056321076e-13,old,before,12,140,0,229,381,0.07894736842105263,1.0,0.14634146341463414
3.8613985056321076e-13,old,after,12,132,0,185,329,0.08333333333333333,1.0,0.15384615384615385
3.8613985056321076e-13,fixed,before,12,156,0,213,381,0.07142857142857142,1.0,0.13333333333333333
3.8613985056321076e-13,fixed,after,12,147,0,170,329,0.07547169811320754,1.0,0.14035087719298245
3.944037208370582e-13,old,before,12,140,0,228,380,0.07894736842105263,1.0,0.14634146341463414
3.944037208370582e-13,old,after,12,132,0,184,328,0.08333333333333333,1.0,0.15384615384615385
3.944037208370582e-13,fixed,before,12,156,0,212,380,0.07142857142857142,1.0,0.13333333333333333
3.944037208370582e-13,fixed,after,12,147,0,169,328,0.07547169811320754,1.0,0.14035087719298245
4.094787388938398e-13,old,before,12,139,0,228,379,0.07947019867549669,1.0,0.147239263803681
4.094787388938398e-13,old,after,12,131,0,184,327,0.08391608391608392,1.0,0.15483870967741936
4.094787388938398e-13,fixed,before,12,155,0,212,379,0.0718562874251497,1.0,0.1340782122905028
4.094787388938398e-13,fixed,after,12,146,0,169,327,0.0759493670886076,1.0,0.1411764705882353
4.606633542507399e-13,old,before,12,138,0,228,378,0.08,1.0,0.14814814814814814
4.606633542507399e-13,old,after,12,130,0,184,326,0.08450704225352113,1.0,0.15584415584415584
4.606633542507399e-13,fixed,before,12,154,0,212,378,0.07228915662650602,1.0,0.1348314606741573
4.606633542507399e-13,fixed,after,12,145,0,169,326,0.07643312101910828,1.0,0.14201183431952663
5.508110243954145e-13,old,before,12,138,0,227,377,0.08,1.0,0.14814814814814814
5.508110243954145e-13,old,after,12,130,0,183,325,0.08450704225352113,1.0,0.15584415584415584
5.508110243954145e-13,fixed,before,12,154,0,211,377,0.07228915662650602,1.0,0.1348314606741573
5.508110243954145e-13,fixed,after,12,145,0,168,325,0.07643312101910828,1.0,0.14201183431952663
6.9961186366721e-13,old,before,12,137,0,227,376,0.08053691275167785,1.0,0.14906832298136646
6.9961186366721e-13,old,after,12,129,0,183,324,0.0851063829787234,1.0,0.1568627450980392
6.9961186366721e-13,fixed,before,12,153,0,211,376,0.07272727272727272,1.0,0.13559322033898305
6.9961186366721e-13,fixed,after,12,144,0,168,324,0.07692307692307693,1.0,0.14285714285714285
7.23371829016578e-13,old,before,12,137,0,226,375,0.08053691275167785,1.0,0.14906832298136646
7.23371829016578e-13,old,after,12,129,0,183,324,0.0851063829787234,1.0,0.1568627450980392
7.23371829016578e-13,fixed,before,12,153,0,210,375,0.07272727272727272,1.0,0.13559322033898305
7.23371829016578e-13,fixed,after,12,144,0,168,324,0.07692307692307693,1.0,0.14285714285714285
7.50814449675119e-13,old,before,12,137,0,225,374,0.08053691275167785,1.0,0.14906832298136646
7.50814449675119e-13,old,after,12,129,0,182,323,0.0851063829787234,1.0,0.1568627450980392
7.50814449675119e-13,fixed,before,12,153,0,209,374,0.07272727272727272,1.0,0.13559322033898305
7.50814449675119e-13,fixed,after,12,144,0,167,323,0.07692307692307693,1.0,0.14285714285714285
9.108938646765208e-13,old,before,12,137,0,224,373,0.08053691275167785,1.0,0.14906832298136646
9.108938646765208e-13,old,after,12,129,0,181,322,0.0851063829787234,1.0,0.1568627450980392
9.108938646765208e-13,fixed,before,12,153,0,208,373,0.07272727272727272,1.0,0.13559322033898305
9.108938646765208e-13,fixed,after,12,144,0,166,322,0.07692307692307693,1.0,0.14285714285714285
1.0472612360645783e-12,old,before,12,137,0,223,372,0.08053691275167785,1.0,0.14906832298136646
1.0472612360645783e-12,old,after,12,129,0,180,321,0.0851063829787234,1.0,0.1568627450980392
1.0472612360645783e-12,fixed,before,12,153,0,207,372,0.07272727272727272,1.0,0.13559322033898305
1.0472612360645783e-12,fixed,after,12,144,0,165,321,0.07692307692307693,1.0,0.14285714285714285
1.1643934514499188e-12,old,before,12,137,0,222,371,0.08053691275167785,1.0,0.14906832298136646
1.1643934514499188e-12,old,after,12,129,0,179,320,0.0851063829787234,1.0,0.1568627450980392
1.1643934514499188e-12,fixed,before,12,153,0,206,371,0.07272727272727272,1.0,0.13559322033898305
1.1643934514499188e-12,fixed,after,12,144,0,164,320,0.07692307692307693,1.0,0.14285714285714285
1.1644512394257123e-12,old,before,12,137,0,221,370,0.08053691275167785,1.0,0.14906832298136646
1.1644512394257123e-12,old,after,12,129,0,178,319,0.0851063829787234,1.0,0.1568627450980392
1.1644512394257123e-12,fixed,before,12,153,0,205,370,0.07272727272727272,1.0,0.13559322033898305
1.1644512394257123e-12,fixed,after,12,144,0,163,319,0.07692307692307693,1.0,0.14285714285714285
1.1979550381194248e-12,old,before,12,137,0,220,369,0.08053691275167785,1.0,0.14906832298136646
1.1979550381194248e-12,old,after,12,129,0,177,318,0.0851063829787234,1.0,0.1568627450980392
1.1979550381194248e-12,fixed,before,12,153,0,204,369,0.07272727272727272,1.0,0.13559322033898305
1.1979550381194248e-12,fixed,after,12,144,0,162,318,0.07692307692307693,1.0,0.14285714285714285
1.2247672494247741e-12,old,before,12,137,0,219,368,0.08053691275167785,1.0,0.14906832298136646
1.2247672494247741e-12,old,after,12,129,0,177,318,0.0851063829787234,1.0,0.1568627450980392
1.2247672494247741e-12,fixed,before,12,153,0,203,368,0.07272727272727272,1.0,0.13559322033898305
1.2247672494247741e-12,fixed,after,12,144,0,162,318,0.07692307692307693,1.0,0.14285714285714285
1.2888415378345397e-12,old,before,12,137,0,218,367,0.08053691275167785,1.0,0.14906832298136646
1.2888415378345397e-12,old,after,12,129,0,176,317,0.0851063829787234,1.0,0.1568627450980392
1.2888415378345397e-12,fixed,before,12,153,0,202,367,0.07272727272727272,1.0,0.13559322033898305
1.2888415378345397e-12,fixed,after,12,144,0,161,317,0.07692307692307693,1.0,0.14285714285714285
1.3031761000176223e-12,old,before,12,137,0,217,366,0.08053691275167785,1.0,0.14906832298136646
1.3031761000176223e-12,old,after,12,129,0,176,317,0.0851063829787234,1.0,0.1568627450980392
1.3031761000176223e-12,fixed,before,12,153,0,201,366,0.07272727272727272,1.0,0.13559322033898305
1.3031761000176223e-12,fixed,after,12,144,0,161,317,0.07692307692307693,1.0,0.14285714285714285
1.382429652523054e-12,old,before,12,137,0,216,365,0.08053691275167785,1.0,0.14906832298136646
1.382429652523054e-12,old,after,12,129,0,175,316,0.0851063829787234,1.0,0.1568627450980392
1.382429652523054e-12,fixed,before,12,153,0,200,365,0.07272727272727272,1.0,0.13559322033898305
1.382429652523054e-12,fixed,after,12,144,0,160,316,0.07692307692307693,1.0,0.14285714285714285
1.4868098072162717e-12,old,before,12,137,0,215,364,0.08053691275167785,1.0,0.14906832298136646
1.4868098072162717e-12,old,after,12,129,0,175,316,0.0851063829787234,1.0,0.1568627450980392
1.4868098072162717e-12,fixed,before,12,153,0,199,364,0.07272727272727272,1.0,0.13559322033898305
1.4868098072162717e-12,fixed,after,12,144,0,160,316,0.07692307692307693,1.0,0.14285714285714285
1.5965658699615415e-12,old,before,12,137,0,214,363,0.08053691275167785,1.0,0.14906832298136646
1.5965658699615415e-12,old,after,12,129,0,175,316,0.0851063829787234,1.0,0.1568627450980392
1.5965658699615415e-12,fixed,before,12,153,0,198,363,0.07272727272727272,1.0,0.13559322033898305
1.5965658699615415e-12,fixed,after,12,144,0,160,316,0.07692307692307693,1.0,0.14285714285714285
1.797465713597457e-12,old,before,12,137,0,213,362,0.08053691275167785,1.0,0.14906832298136646
1.797465713597457e-12,old,after,12,129,0,174,315,0.0851063829787234,1.0,0.1568627450980392
1.797465713597457e-12,fixed,before,12,153,0,197,362,0.07272727272727272,1.0,0.13559322033898305
1.797465713597457e-12,fixed,after,12,144,0,159,315,0.07692307692307693,1.0,0.14285714285714285
1.8255941463402037e-12,old,before,12,136,0,213,361,0.08108108108108109,1.0,0.15
1.8255941463402037e-12,old,after,12,128,0,174,314,0.08571428571428572,1.0,0.15789473684210525
1.8255941463402037e-12,fixed,before,12,152,0,197,361,0.07317073170731707,1.0,0.13636363636363635
1.8255941463402037e-12,fixed,after,12,143,0,159,314,0.07741935483870968,1.0,0.1437125748502994
1.9858711029774323e-12,old,before,12,136,0,212,360,0.08108108108108109,1.0,0.15
1.9858711029774323e-12,old,after,12,128,0,174,314,0.08571428571428572,1.0,0.15789473684210525
1.9858711029774323e-12,fixed,before,12,152,0,196,360,0.07317073170731707,1.0,0.13636363636363635
1.9858711029774323e-12,fixed,after,12,143,0,159,314,0.07741935483870968,1.0,0.1437125748502994
1.9986007206845846e-12,old,before,12,136,0,211,359,0.08108108108108109,1.0,0.15
1.9986007206845846e-12,old,after,12,128,0,173,313,0.08571428571428572,1.0,0.15789473684210525
1.9986007206845846e-12,fixed,before,12,152,0,195,359,0.07317073170731707,1.0,0.13636363636363635
1.9986007206845846e-12,fixed,after,12,143,0,158,313,0.07741935483870968,1.0,0.1437125748502994
2.3177451711348107e-12,old,before,12,136,0,210,358,0.08108108108108109,1.0,0.15
2.3177451711348107e-12,old,after,12,128,0,172,312,0.08571428571428572,1.0,0.15789473684210525
2.3177451711348107e-12,fixed,before,12,152,0,194,358,0.07317073170731707,1.0,0.13636363636363635
2.3177451711348107e-12,fixed,after,12,143,0,157,312,0.07741935483870968,1.0,0.1437125748502994
2.386725365954856e-12,old,before,12,136,0,209,357,0.08108108108108109,1.0,0.15
2.386725365954856e-12,old,after,12,128,0,171,311,0.08571428571428572,1.0,0.15789473684210525
2.386725365954856e-12,fixed,before,12,152,0,193,357,0.07317073170731707,1.0,0.13636363636363635
2.386725365954856e-12,fixed,after,12,143,0,156,311,0.07741935483870968,1.0,0.1437125748502994
2.5319627037362347e-12,old,before,12,135,0,209,356,0.08163265306122448,1.0,0.1509433962264151
2.5319627037362347e-12,old,after,12,127,0,171,310,0.08633093525179857,1.0,0.15894039735099338
2.5319627037362347e-12,fixed,before,12,151,0,193,356,0.0736196319018405,1.0,0.13714285714285715
2.5319627037362347e-12,fixed,after,12,142,0,156,310,0.07792207792207792,1.0,0.14457831325301204
2.7570142349664373e-12,old,before,12,135,0,208,355,0.08163265306122448,1.0,0.1509433962264151
2.7570142349664373e-12,old,after,12,127,0,170,309,0.08633093525179857,1.0,0.15894039735099338
2.7570142349664373e-12,fixed,before,12,151,0,192,355,0.0736196319018405,1.0,0.13714285714285715
2.7570142349664373e-12,fixed,after,12,142,0,155,309,0.07792207792207792,1.0,0.14457831325301204
3.0966449023062115e-12,old,before,12,135,0,207,354,0.08163265306122448,1.0,0.1509433962264151
3.0966449023062115e-12,old,after,12,127,0,169,308,0.08633093525179857,1.0,0.15894039735099338
3.0966449023062115e-12,fixed,before,12,151,0,191,354,0.0736196319018405,1.0,0.13714285714285715
3.0966449023062115e-12,fixed,after,12,142,0,154,308,0.07792207792207792,1.0,0.14457831325301204
3.725263153508962e-12,old,before,12,134,0,207,353,0.0821917808219178,1.0,0.1518987341772152
3.725263153508962e-12,old,after,12,127,0,169,308,0.08633093525179857,1.0,0.15894039735099338
3.725263153508962e-12,fixed,before,12,150,0,191,353,0.07407407407407407,1.0,0.13793103448275862
3.725263153508962e-12,fixed,after,12,142,0,154,308,0.07792207792207792,1.0,0.14457831325301204
3.7781869646758e-12,old,before,12,134,0,206,352,0.0821917808219178,1.0,0.1518987341772152
3.7781869646758e-12,old,after,12,127,0,168,307,0.08633093525179857,1.0,0.15894039735099338
3.7781869646758e-12,fixed,before,12,150,0,190,352,0.07407407407407407,1.0,0.13793103448275862
3.7781869646758e-12,fixed,after,12,142,0,153,307,0.07792207792207792,1.0,0.14457831325301204
3.920458575834562e-12,old,before,12,134,0,205,351,0.0821917808219178,1.0,0.1518987341772152
3.920458575834562e-12,old,after,12,127,0,167,306,0.08633093525179857,1.0,0.15894039735099338
3.920458575834562e-12,fixed,before,12,150,0,189,351,0.07407407407407407,1.0,0.13793103448275862
3.920458575834562e-12,fixed,after,12,142,0,152,306,0.07792207792207792,1.0,0.14457831325301204
3.990286399913057e-12,old,before,12,134,0,204,350,0.0821917808219178,1.0,0.1518987341772152
3.990286399913057e-12,old,after,12,127,0,166,305,0.08633093525179857,1.0,0.15894039735099338
3.990286399913057e-12,fixed,before,12,150,0,188,350,0.07407407407407407,1.0,0.13793103448275862
3.990286399913057e-12,fixed,after,12,142,0,151,305,0.07792207792207792,1.0,0.14457831325301204
4.076554198373383e-12,old,before,12,134,0,203,349,0.0821917808219178,1.0,0.1518987341772152
4.076554198373383e-12,old,after,12,127,0,165,304,0.08633093525179857,1.0,0.15894039735099338
4.076554198373383e-12,fixed,before,12,150,0,187,349,0.07407407407407407,1.0,0.13793103448275862
4.076554198373383e-12,fixed,after,12,142,0,150,304,0.07792207792207792,1.0,0.14457831325301204
4.3872397034738775e-12,old,before,12,134,0,202,348,0.0821917808219178,1.0,0.1518987341772152
4.3872397034738775e-12,old,after,12,127,0,164,303,0.08633093525179857,1.0,0.15894039735099338
4.3872397034738775e-12,fixed,before,12,150,0,186,348,0.07407407407407407,1.0,0.13793103448275862
4.3872397034738775e-12,fixed,after,12,142,0,149,303,0.07792207792207792,1.0,0.14457831325301204
4.54170902275397e-12,old,before,12,134,0,201,347,0.0821917808219178,1.0,0.1518987341772152
4.54170902275397e-12,old,after,12,127,0,163,302,0.08633093525179857,1.0,0.15894039735099338
4.54170902275397e-12,fixed,before,12,150,0,185,347,0.07407407407407407,1.0,0.13793103448275862
4.54170902275397e-12,fixed,after,12,142,0,148,302,0.07792207792207792,1.0,0.14457831325301204
5.146921083776235e-12,old,before,12,134,0,200,346,0.0821917808219178,1.0,0.1518987341772152
5.146921083776235e-12,old,after,12,127,0,162,301,0.08633093525179857,1.0,0.15894039735099338
5.146921083776235e-12,fixed,before,12,150,0,184,346,0.07407407407407407,1.0,0.13793103448275862
5.146921083776235e-12,fixed,after,12,142,0,147,301,0.07792207792207792,1.0,0.14457831325301204
5.238993700668049e-12,old,before,12,134,0,199,345,0.0821917808219178,1.0,0.1518987341772152
5.238993700668049e-12,old,after,12,127,0,161,300,0.08633093525179857,1.0,0.15894039735099338
5.238993700668049e-12,fixed,before,12,150,0,183,345,0.07407407407407407,1.0,0.13793103448275862
5.238993700668049e-12,fixed,after,12,142,0,146,300,0.07792207792207792,1.0,0.14457831325301204
5.479141012426636e-12,old,before,12,134,0,198,344,0.0821917808219178,1.0,0.1518987341772152
5.479141012426636e-12,old,after,12,127,0,160,299,0.08633093525179857,1.0,0.15894039735099338
5.479141012426636e-12,fixed,before,12,150,0,182,344,0.07407407407407407,1.0,0.13793103448275862
5.479141012426636e-12,fixed,after,12,142,0,145,299,0.07792207792207792,1.0,0.14457831325301204
6.4087220773279e-12,old,before,12,134,0,197,343,0.0821917808219178,1.0,0.1518987341772152
6.4087220773279e-12,old,after,12,127,0,159,298,0.08633093525179857,1.0,0.15894039735099338
6.4087220773279e-12,fixed,before,12,150,0,181,343,0.07407407407407407,1.0,0.13793103448275862
6.4087220773279e-12,fixed,after,12,142,0,144,298,0.07792207792207792,1.0,0.14457831325301204
7.957822768800416e-12,old,before,12,134,0,196,342,0.0821917808219178,1.0,0.1518987341772152
7.957822768800416e-12,old,after,12,127,0,158,297,0.08633093525179857,1.0,0.15894039735099338
7.957822768800416e-12,fixed,before,12,150,0,180,342,0.07407407407407407,1.0,0.13793103448275862
7.957822768800416e-12,fixed,after,12,142,0,143,297,0.07792207792207792,1.0,0.14457831325301204
8.944422459633561e-12,old,before,12,133,0,196,341,0.08275862068965517,1.0,0.15286624203821655
8.944422459633561e-12,old,after,12,126,0,158,296,0.08695652173913043,1.0,0.16
8.944422459633561e-12,fixed,before,12,149,0,180,341,0.07453416149068323,1.0,0.13872832369942195
8.944422459633561e-12,fixed,after,12,141,0,143,296,0.0784313725490196,1.0,0.14545454545454545
1.008002795815921e-11,old,before,12,133,0,195,340,0.08275862068965517,1.0,0.15286624203821655
1.008002795815921e-11,old,after,12,126,0,157,295,0.08695652173913043,1.0,0.16
1.008002795815921e-11,fixed,before,12,149,0,179,340,0.07453416149068323,1.0,0.13872832369942195
1.008002795815921e-11,fixed,after,12,141,0,142,295,0.0784313725490196,1.0,0.14545454545454545
1.0802457886538441e-11,old,before,12,133,0,194,339,0.08275862068965517,1.0,0.15286624203821655
1.0802457886538441e-11,old,after,12,126,0,156,294,0.08695652173913043,1.0,0.16
1.0802457886538441e-11,fixed,before,12,149,0,178,339,0.07453416149068323,1.0,0.13872832369942195
1.0802457886538441e-11,fixed,after,12,141,0,141,294,0.0784313725490196,1.0,0.14545454545454545
1.1156935618428232e-11,old,before,12,133,0,193,338,0.08275862068965517,1.0,0.15286624203821655
1.1156935618428232e-11,old,after,12,126,0,155,293,0.08695652173913043,1.0,0.16
1.1156935618428232e-11,fixed,before,12,149,0,177,338,0.07453416149068323,1.0,0.13872832369942195
1.1156935618428232e-11,fixed,after,12,141,0,140,293,0.0784313725490196,1.0,0.14545454545454545
1.2171085320145103e-11,old,before,12,133,0,192,337,0.08275862068965517,1.0,0.15286624203821655
1.2171085320145103e-11,old,after,12,126,0,155,293,0.08695652173913043,1.0,0.16
1.2171085320145103e-11,fixed,before,12,149,0,176,337,0.07453416149068323,1.0,0.13872832369942195
1.2171085320145103e-11,fixed,after,12,141,0,140,293,0.0784313725490196,1.0,0.14545454545454545
1.3564935633092468e-11,old,before,12,133,0,191,336,0.08275862068965517,1.0,0.15286624203821655
1.3564935633092468e-11,old,after,12,126,0,154,292,0.08695652173913043,1.0,0.16
1.3564935633092468e-11,fixed,before,12,149,0,175,336,0.07453416149068323,1.0,0.13872832369942195
1.3564935633092468e-11,fixed,after,12,141,0,139,292,0.0784313725490196,1.0,0.14545454545454545
1.5556608085054435e-11,old,before,12,132,0,191,335,0.08333333333333333,1.0,0.15384615384615385
1.5556608085054435e-11,old,after,12,125,0,154,291,0.08759124087591241,1.0,0.1610738255033557
1.5556608085054435e-11,fixed,before,12,148,0,175,335,0.075,1.0,0.13953488372093023
1.5556608085054435e-11,fixed,after,12,140,0,139,291,0.07894736842105263,1.0,0.14634146341463414
1.9330622172408773e-11,old,before,12,132,0,190,334,0.08333333333333333,1.0,0.15384615384615385
1.9330622172408773e-11,old,after,12,125,0,153,290,0.08759124087591241,1.0,0.1610738255033557
1.9330622172408773e-11,fixed,before,12,148,0,174,334,0.075,1.0,0.13953488372093023
1.9330622172408773e-11,fixed,after,12,140,0,138,290,0.07894736842105263,1.0,0.14634146341463414
2.121782437247699e-11,old,before,12,132,0,189,333,0.08333333333333333,1.0,0.15384615384615385
2.121782437247699e-11,old,after,12,125,0,152,289,0.08759124087591241,1.0,0.1610738255033557
2.121782437247699e-11,fixed,before,12,148,0,173,333,0.075,1.0,0.13953488372093023
2.121782437247699e-11,fixed,after,12,140,0,137,289,0.07894736842105263,1.0,0.14634146341463414
2.2170956043288115e-11,old,before,12,132,0,188,332,0.08333333333333333,1.0,0.15384615384615385
2.2170956043288115e-11,old,after,12,125,0,152,289,0.08759124087591241,1.0,0.1610738255033557
2.2170956043288115e-11,fixed,before,12,148,0,172,332,0.075,1.0,0.13953488372093023
2.2170956043288115e-11,fixed,after,12,140,0,137,289,0.07894736842105263,1.0,0.14634146341463414
2.4592178987647983e-11,old,before,12,132,0,187,331,0.08333333333333333,1.0,0.15384615384615385
2.4592178987647983e-11,old,after,12,125,0,152,289,0.08759124087591241,1.0,0.1610738255033557
2.4592178987647983e-11,fixed,before,12,148,0,171,331,0.075,1.0,0.13953488372093023
2.4592178987647983e-11,fixed,after,12,140,0,137,289,0.07894736842105263,1.0,0.14634146341463414
2.531799943306101e-11,old,before,12,132,0,186,330,0.08333333333333333,1.0,0.15384615384615385
2.531799943306101e-11,old,after,12,125,0,151,288,0.08759124087591241,1.0,0.1610738255033557
2.531799943306101e-11,fixed,before,12,148,0,170,330,0.075,1.0,0.13953488372093023
2.531799943306101e-11,fixed,after,12,140,0,136,288,0.07894736842105263,1.0,0.14634146341463414
2.6008724687831553e-11,old,before,12,132,0,185,329,0.08333333333333333,1.0,0.15384615384615385
2.6008724687831553e-11,old,after,12,125,0,150,287,0.08759124087591241,1.0,0.1610738255033557
2.6008724687831553e-11,fixed,before,12,148,0,169,329,0.075,1.0,0.13953488372093023
2.6008724687831553e-11,fixed,after,12,140,0,135,287,0.07894736842105263,1.0,0.14634146341463414
3.1060872623944746e-11,old,before,12,132,0,184,328,0.08333333333333333,1.0,0.15384615384615385
3.1060872623944746e-11,old,after,12,125,0,149,286,0.08759124087591241,1.0,0.1610738255033557
3.1060872623944746e-11,fixed,before,12,148,0,168,328,0.075,1.0,0.13953488372093023
3.1060872623944746e-11,fixed,after,12,140,0,134,286,0.07894736842105263,1.0,0.14634146341463414
3.3617369304961287e-11,old,before,12,131,0,184,327,0.08391608391608392,1.0,0.15483870967741936
3.3617369304961287e-11,old,after,12,124,0,149,285,0.08823529411764706,1.0,0.16216216216216217
3.3617369304961287e-11,fixed,before,12,147,0,168,327,0.07547169811320754,1.0,0.14035087719298245
3.3617369304961287e-11,fixed,after,12,139,0,134,285,0.07947019867549669,1.0,0.147239263803681
3.619807925625551e-11,old,before,12,131,0,183,326,0.08391608391608392,1.0,0.15483870967741936
3.619807925625551e-11,old,after,12,124,0,148,284,0.08823529411764706,1.0,0.16216216216216217
3.619807925625551e-11,fixed,before,12,147,0,167,326,0.07547169811320754,1.0,0.14035087719298245
3.619807925625551e-11,fixed,after,12,139,0,133,284,0.07947019867549669,1.0,0.147239263803681
3.900664860556624e-11,old,before,12,131,0,182,325,0.08391608391608392,1.0,0.15483870967741936
3.900664860556624e-11,old,after,12,124,0,147,283,0.08823529411764706,1.0,0.16216216216216217
3.900664860556624e-11,fixed,before,12,147,0,166,325,0.07547169811320754,1.0,0.14035087719298245
3.900664860556624e-11,fixed,after,12,139,0,132,283,0.07947019867549669,1.0,0.147239263803681
4.9093371728980983e-11,old,before,12,130,0,182,324,0.08450704225352113,1.0,0.15584415584415584
4.9093371728980983e-11,old,after,12,124,0,147,283,0.08823529411764706,1.0,0.16216216216216217
4.9093371728980983e-11,fixed,before,12,146,0,166,324,0.0759493670886076,1.0,0.1411764705882353
4.9093371728980983e-11,fixed,after,12,139,0,132,283,0.07947019867549669,1.0,0.147239263803681
5.2154267016213396e-11,old,before,12,130,0,181,323,0.08450704225352113,1.0,0.15584415584415584
5.2154267016213396e-11,old,after,12,124,0,147,283,0.08823529411764706,1.0,0.16216216216216217
5.2154267016213396e-11,fixed,before,12,146,0,165,323,0.0759493670886076,1.0,0.1411764705882353
5.2154267016213396e-11,fixed,after,12,139,0,132,283,0.07947019867549669,1.0,0.147239263803681
5.494516994164478e-11,old,before,12,130,0,180,322,0.08450704225352113,1.0,0.15584415584415584
5.494516994164478e-11,old,after,12,124,0,147,283,0.08823529411764706,1.0,0.16216216216216217
5.494516994164478e-11,fixed,before,12,146,0,164,322,0.0759493670886076,1.0,0.1411764705882353
5.494516994164478e-11,fixed,after,12,139,0,132,283,0.07947019867549669,1.0,0.147239263803681
6.931943213883685e-11,old,before,12,129,0,180,321,0.0851063829787234,1.0,0.1568627450980392
6.931943213883685e-11,old,after,12,123,0,147,282,0.08888888888888889,1.0,0.16326530612244897
6.931943213883685e-11,fixed,before,12,145,0,164,321,0.07643312101910828,1.0,0.14201183431952663
6.931943213883685e-11,fixed,after,12,138,0,132,282,0.08,1.0,0.14814814814814814
7.761927905969301e-11,old,before,12,129,0,179,320,0.0851063829787234,1.0,0.1568627450980392
7.761927905969301e-11,old,after,12,123,0,147,282,0.08888888888888889,1.0,0.16326530612244897
7.761927905969301e-11,fixed,before,12,145,0,163,320,0.07643312101910828,1.0,0.14201183431952663
7.761927905969301e-11,fixed,after,12,138,0,132,282,0.08,1.0,0.14814814814814814
7.93333593263057e-11,old,before,12,129,0,178,319,0.0851063829787234,1.0,0.1568627450980392
7.93333593263057e-11,old,after,12,123,0,146,281,0.08888888888888889,1.0,0.16326530612244897
7.93333593263057e-11,fixed,before,12,145,0,162,319,0.07643312101910828,1.0,0.14201183431952663
7.93333593263057e-11,fixed,after,12,138,0,131,281,0.08,1.0,0.14814814814814814
8.489242642184536e-11,old,before,12,129,0,177,318,0.0851063829787234,1.0,0.1568627450980392
