partition,identity,event,support_bin,route_stop_score,forward,backward,lateral
fit,S07_flat_loop_rich_C03:node:node_0100,terminal,1-3,0.6972739261900056,0.0,1.0278748820225398,0.44625335978344083
fit,S07_flat_loop_rich_C04:node:node_0008,terminal,11-30,0.8289748636490891,0.0,0.7322985927263895,0.14586382110913595
fit,S07_flat_loop_rich_C04:node:node_0010,junction,31+,0.278216971957688,0.4989970525105794,1.4407281875610352,1.5852342049280803
fit,S07_flat_loop_rich_C04:node:node_0117,junction,31+,0.287083355997995,0.7465025583902994,1.8315615952014923,1.2047781000534694
fit,S07_flat_loop_rich_C04:node:node_0118,terminal,11-30,0.9363830475321967,0.0,0.9379835228125254,0.055011020662883915
fit,S07_flat_loop_rich_C05:node:node_0095,terminal,11-30,0.8982608159306905,0.0,0.9635231991608938,0.10487223168214162
fit,S07_flat_loop_rich_C05:node:node_0101,junction,31+,0.612682085914058,0.059769789377848305,2.3587287267049155,1.271443764368693
fit,S08_3d_loop_rich_C02:node:node_0077,junction,31+,0.3822545915773145,0.2978696823120117,1.2552428245544434,0.9445646206537882
fit,S08_3d_loop_rich_C02:node:node_0081,terminal,1-3,0.5215490102524711,0.14778645833333334,1.3841745853424072,0.796793592783312
fit,S08_3d_loop_rich_C03:node:node_0016,junction,31+,0.2180166438810104,0.4076399803161621,1.204837481180827,2.0633164246877036
fit,S08_3d_loop_rich_C03:node:node_0018,terminal,11-30,0.9367730163951998,0.0,0.8225530385971069,0.07246539182960987
fit,S08_3d_loop_rich_C05:node:node_0113,terminal,4-10,0.9116994285182988,0.0,1.018089234828949,0.09974359596769015
fit,S08_3d_loop_rich_C05:node:node_0116,junction,31+,0.6769294812417724,0.10791969299316406,1.1980891227722168,0.19708894938230515
fit,S08_3d_loop_rich_C06:node:node_0004,junction,31+,0.2552582582695788,0.27000366648038227,1.344749927520752,2.347306251525879
fit,S08_3d_loop_rich_C06:node:node_0006,terminal,4-10,0.6368098627597294,0.1176372766494751,0.9074434315164884,0.2240398054321607
fit,S09_flat_complex_C01:node:node_0083,junction,31+,0.49490664354061115,0.042869885762532554,2.0642219384511313,1.9663496414820354
fit,S09_flat_complex_C01:node:node_0086,terminal,11-30,0.8558383142676577,0.028812408447265625,0.8670988535741344,0.0731164467142662
fit,S09_flat_complex_C01:node:node_0120,junction,31+,0.3174092995917859,0.7381947835286459,2.280778249104818,1.7888704140981038
fit,S09_flat_complex_C01:node:node_0125,terminal,4-10,0.6723621030366477,0.025050640106201172,1.1949604550997417,0.5083758930365244
fit,S09_flat_complex_C05:node:node_0070,junction,31+,0.42306289855587037,0.36924107869466144,1.4499773184458415,0.7133619685967764
fit,S09_flat_complex_C05:node:node_0078,terminal,11-30,0.9026543350329262,0.0,0.8007242580254873,0.08712062394867341
fit,S10_3d_complex_C01:node:node_0015,terminal,1-3,0.7740363417760373,0.10535915692647298,1.31314118206501,0.15679215143124262
fit,S10_3d_complex_C01:node:node_0017,junction,31+,0.6843380897587341,0.10416666666666667,1.0547522107760112,0.2623008582741022
fit,S10_3d_complex_C01:node:node_0056,terminal,1-3,0.6107655314182481,0.14784876505533853,1.0658001791064937,0.40111721976912423
fit,S10_3d_complex_C01:node:node_0058,junction,31+,0.6097110955679304,0.17100143432617188,1.246047855510066,0.4119935898149076
fit,S10_3d_complex_C02:node:node_0107,terminal,4-10,0.7100997243459828,0.09235763549804688,1.078396028528611,0.24966580048203468
fit,S10_3d_complex_C02:node:node_0113,junction,31+,0.35774165998492263,0.47961731751759845,1.572835922241211,1.0173160781462987
fit,S10_3d_complex_C03:node:node_0127,junction,31+,0.4128419587572572,0.11492266257603963,1.6933074792226155,2.0374603271484375
fit,S10_3d_complex_C03:node:node_0129,terminal,1-3,0.7026810790149952,0.0,0.8443906952937444,0.38076849033435184
fit,S10_3d_complex_C05:node:node_0128,junction,31+,0.44902210634223877,0.4692179361979167,1.9305816888809204,0.47534563144048053
fit,S10_3d_complex_C05:node:node_0132,terminal,4-10,0.7241890963053379,0.07348386446634929,1.2290985745688279,0.14594161789864302
fit,S10_3d_complex_C05:node:node_0155,junction,31+,0.3569266253801476,0.49587249755859375,1.7757556736469269,1.420467476050059
fit,S10_3d_complex_C05:node:node_0165,terminal,11-30,0.8056485049135619,0.0029871463775634766,1.1144168376922607,0.2410863137920387
fit,S10_3d_complex_C06:node:node_0077,junction,31+,0.2334801993007827,0.4889541467030843,1.3415037790934246,1.9135676113267739
fit,S10_3d_complex_C06:node:node_0107,terminal,11-30,0.869281521698929,0.033186912536621094,1.2331941525141399,0.09566826187074184
fit,S10_3d_complex_C06:node:node_0112,terminal,4-10,0.32844041630077364,0.1419380735605955,0.5904697775840759,0.5854125916957855
fit,S10_3d_complex_C06:node:node_0123,junction,31+,0.49005722636696375,0.2865702311197917,1.5633564790089924,0.753705815722545
fit,S10_3d_complex_C06:node:node_0128,junction,31+,0.19048639622119057,0.9171481132507324,1.4771586259206135,0.49598098794619244
fit,S10_3d_complex_C06:node:node_0142,terminal,4-10,0.829107458750376,0.06231848398844401,1.169334312280019,0.09601349631945293
selection,S01_flat_tree_small_C07:node:node_0003,terminal,11-30,0.8797655068841893,0.0,0.9031783739725748,0.12761679978575557
selection,S01_flat_tree_small_C07:node:node_0010,junction,31+,0.2977309810191097,0.36060841878255206,1.0932552814483643,0.9294696946938833
selection,S01_flat_tree_small_C08:node:node_0015,junction,31+,0.29483441719032616,0.5185600221157074,1.7795534133911133,1.9161302521824837
selection,S01_flat_tree_small_C08:node:node_0027,junction,31+,0.2590889674090477,0.6872491836547852,1.5754127502441406,1.09194548924764
selection,S04_3d_unicyclic_small_C07:node:node_0007,junction,31+,0.4463512607550775,0.2633180618286133,2.2070104281107583,1.8351717591285706
selection,S04_3d_unicyclic_small_C07:node:node_0012,terminal,1-3,0.27501434137068265,0.6608273188273112,1.5325202147165935,1.26493239402771
selection,S05_flat_branch_medium_C08:node:node_0066,junction,31+,0.627914877478751,0.11040687561035156,1.1687252457098414,0.45550263098751503
selection,S05_flat_branch_medium_C08:node:node_0070,terminal,11-30,0.7465869812995058,0.0493311882019043,0.813623072366075,0.16308125774291207
selection,S06_3d_branch_medium_C07:node:node_0065,junction,31+,0.31197756970610624,0.29210956891377765,1.5122976501782734,2.0074472750226655
selection,S06_3d_branch_medium_C07:node:node_0073,terminal,11-30,0.8279368034943847,0.029102047284444172,0.655837615331014,0.06991974636912346
selection,S06_3d_branch_medium_C08:node:node_0036,terminal,11-30,0.9454722722786421,0.0,0.9276153246561686,0.05469651768604914
selection,S06_3d_branch_medium_C08:node:node_0044,junction,31+,0.24237342381819596,0.9405199686686198,1.7571357091267903,0.6680626273155212
selection,S07_flat_loop_rich_C08:node:node_0040,terminal,1-3,0.7648367273422231,0.0,1.6264858767390251,0.5055281423653165
selection,S07_flat_loop_rich_C08:node:node_0043,junction,31+,0.6834926721802425,0.0,1.7192678252855937,0.8010496000448862
selection,S08_3d_loop_rich_C07:node:node_0012,junction,31+,0.2637999876351707,0.8435141245524088,1.7883267402648926,0.9467588265736898
selection,S08_3d_loop_rich_C07:node:node_0014,terminal,11-30,0.9221574911957928,0.0,1.1497530937194824,0.0959282520537575
selection,S08_3d_loop_rich_C08:node:node_0037,junction,31+,0.38183899305127156,0.3188956578572591,1.954027811686198,1.9708300828933716
selection,S08_3d_loop_rich_C08:node:node_0053,terminal,11-30,0.902005105854427,0.0010823334256807964,1.00753952562809,0.10602099324266116
selection,S10_3d_complex_C07:node:node_0022,terminal,11-30,0.659287778273926,0.05443906784057617,0.9346002166469892,0.31793080518643063
selection,S10_3d_complex_C07:node:node_0028,junction,31+,0.3163295202481355,0.5988203684488932,1.8271703720092773,1.5142458478609722
selection,S10_3d_complex_C07:node:node_0120,junction,31+,0.21149239635232883,0.8138507207234701,1.573362668355306,1.4045342405637105
selection,S10_3d_complex_C07:node:node_0144,terminal,11-30,0.9598371190873981,0.0,0.7992578347524008,0.031301733727256455
selection,S10_3d_complex_C08:node:node_0048,terminal,4-10,0.9188667940583155,0.0,0.9267363548278809,0.07467106978098552
selection,S10_3d_complex_C08:node:node_0052,junction,31+,0.3258544767464772,0.40290574232737225,1.2289963960647583,0.9225864807764689
selection,S10_3d_complex_C08:node:node_0161,junction,31+,0.290908470341989,0.2407344182332357,1.363649606704712,2.298511187235514
selection,S10_3d_complex_C08:node:node_0163,terminal,11-30,0.9714470157593992,0.0,0.9613474806149801,0.02699312133093675
